t_rel_s,stamp_s,recv_s,latency_ms,gap_since_prev_ms,tx,ty
548.113,1788243277.557235,1788243276.669976,-887.259,117.129,1.66099,-17.25411
548.214,1788243277.660948,1788243276.770392,-890.556,100.417,1.66099,-17.25411
548.301,1788243277.764676,1788243276.857424,-907.252,87.031,1.66099,-17.25411
548.416,1788243277.8685,1788243276.972305,-896.194,114.882,1.66099,-17.25411
548.514,1788243277.971878,1788243277.070369,-901.509,98.064,1.66099,-17.25411
548.63,1788243278.076102,1788243277.186685,-889.417,116.316,1.66099,-17.25411
548.718,1788243278.179714,1788243277.274703,-905.011,88.017,1.66099,-17.25411
548.828,1788243278.283605,1788243277.384605,-899.0,109.902,1.66099,-17.25411
548.93,1788243278.387243,1788243277.486513,-900.73,101.908,1.66099,-17.25411
549.033,1788243278.491079,1788243277.589987,-901.093,103.473,1.66099,-17.25411
549.134,1788243278.595087,1788243277.690942,-904.145,100.955,1.66099,-17.25411
549.239,1788243278.698784,1788243277.795645,-903.139,104.703,1.66099,-17.25411
549.34,1788243278.803465,1788243277.896785,-906.68,101.14,1.66099,-17.25411
549.444,1788243278.906119,1788243278.000589,-905.53,103.804,1.82492,-17.71925
549.548,1788243279.009597,1788243278.10437,-905.227,103.781,1.82492,-17.71925
549.649,1788243279.113752,1788243278.205962,-907.79,101.592,1.82492,-17.71925
549.754,1788243279.217354,1788243278.310985,-906.369,105.022,1.82492,-17.71925
549.862,1788243279.321017,1788243278.419137,-901.88,108.152,1.82492,-17.71925
549.963,1788243279.424902,1788243278.519951,-904.951,100.814,1.82492,-17.71925
550.07,1788243279.528494,1788243278.627134,-901.361,107.183,1.82492,-17.71925
550.178,1788243279.632093,1788243278.734833,-897.26,107.7,1.82492,-17.71925
550.277,1788243279.735953,1788243278.833897,-902.056,99.064,1.82492,-17.71925
550.376,1788243279.840139,1788243278.932588,-907.552,98.691,1.82492,-17.71925
550.485,1788243279.943056,1788243279.042097,-900.959,109.509,1.82492,-17.71925
550.583,1788243280.046901,1788243279.140089,-906.812,97.992,1.82492,-17.71925
550.69,1788243280.150804,1788243279.246902,-903.901,106.813,1.82492,-17.71925
550.798,1788243280.254669,1788243279.355188,-899.481,108.285,1.82492,-17.71925
550.894,1788243280.358333,1788243279.450812,-907.521,95.624,1.82492,-17.71925
550.999,1788243280.461821,1788243279.556223,-905.598,105.411,1.82492,-17.71925
551.101,1788243280.565175,1788243279.657571,-907.603,101.348,1.82492,-17.71925
551.206,1788243280.668736,1788243279.763263,-905.473,105.692,1.82492,-17.71925
551.31,1788243280.772895,1788243279.866963,-905.932,103.7,1.82492,-17.71925
551.416,1788243280.876403,1788243279.973054,-903.349,106.091,1.82492,-17.71925
551.518,1788243280.979799,1788243280.074433,-905.365,101.379,1.82492,-17.71925
551.622,1788243281.083524,1788243280.179188,-904.337,104.755,1.82492,-17.71925
551.723,1788243281.187421,1788243280.280012,-907.409,100.825,1.82492,-17.71925
551.834,1788243281.290789,1788243280.390794,-899.995,110.782,1.82492,-17.71925
551.941,1788243281.394545,1788243280.497812,-896.733,107.018,1.82492,-17.71925
552.038,1788243281.498127,1788243280.594679,-903.449,96.867,1.82492,-17.71925
552.146,1788243281.602139,1788243280.702881,-899.258,108.202,1.93644,-18.0496
552.249,1788243281.705597,1788243280.806262,-899.335,103.382,1.93644,-18.0496
552.359,1788243281.809352,1788243280.915644,-893.709,109.381,1.93644,-18.0496
552.456,1788243281.913296,1788243281.012501,-900.795,96.858,1.93644,-18.0496
552.553,1788243282.017156,1788243281.109913,-907.243,97.412,1.93644,-18.0496
552.663,1788243282.120944,1788243281.219781,-901.163,109.868,1.93644,-18.0496
552.766,1788243282.227383,1788243281.322523,-904.86,102.742,1.93644,-18.0496
552.869,1788243282.328926,1788243281.425507,-903.419,102.984,1.93644,-18.0496
552.975,1788243282.432976,1788243281.531904,-901.072,106.398,1.93644,-18.0496
553.093,1788243282.536846,1788243281.650077,-886.77,118.172,1.93644,-18.0496
553.181,1788243282.640772,1788243281.737535,-903.237,87.458,1.93644,-18.0496
553.288,1788243282.744873,1788243281.844661,-900.212,107.126,1.74069,-17.65762
553.386,1788243282.849033,1788243281.943099,-905.934,98.438,1.74069,-17.65762
553.494,1788243282.952874,1788243282.051201,-901.673,108.102,1.74069,-17.65762
553.6,1788243283.056767,1788243282.156992,-899.775,105.79,1.74069,-17.65762
553.709,1788243283.160449,1788243282.266074,-894.375,109.082,1.79195,-17.80149
553.808,1788243283.264149,1788243282.365201,-898.947,99.127,1.79195,-17.80149
553.911,1788243283.367761,1788243282.467796,-899.965,102.594,1.79195,-17.80149
554.009,1788243283.471457,1788243282.565382,-906.075,97.586,1.79195,-17.80149
554.138,1788243283.575413,1788243282.694921,-880.492,129.539,1.62867,-17.39032
554.222,1788243283.678898,1788243282.77842,-900.478,83.499,1.62867,-17.39032
554.325,1788243283.782485,1788243282.881771,-900.713,103.352,1.62867,-17.39032
554.433,1788243283.886007,1788243282.989635,-896.371,107.864,1.62867,-17.39032
554.538,1788243283.990032,1788243283.095258,-894.774,105.622,1.46782,-16.94258
554.638,1788243284.093506,1788243283.194448,-899.058,99.191,1.46782,-16.94258
554.734,1788243284.197051,1788243283.290819,-906.232,96.37,1.46782,-16.94258
554.842,1788243284.300553,1788243283.398383,-902.169,107.564,1.46782,-16.94258
554.951,1788243284.404034,1788243283.507765,-896.269,109.382,1.49335,-17.06242
555.045,1788243284.507737,1788243283.602228,-905.509,94.462,1.49335,-17.06242
555.153,1788243284.611684,1788243283.710105,-901.578,107.878,1.49335,-17.06242
555.258,1788243284.7154,1788243283.814854,-900.546,104.749,1.49335,-17.06242
555.357,1788243284.818588,1788243283.913808,-904.78,98.954,1.49335,-17.06242
555.466,1788243284.921804,1788243284.023123,-898.682,109.314,1.49335,-17.06242
555.567,1788243285.025073,1788243284.123281,-901.792,100.158,1.49335,-17.06242
555.668,1788243285.128468,1788243284.224639,-903.829,101.358,1.49335,-17.06242
555.77,1788243285.231785,1788243284.326315,-905.47,101.676,1.49335,-17.06242
555.873,1788243285.334858,1788243284.430213,-904.645,103.899,1.49335,-17.06242
555.985,1788243285.438573,1788243284.542063,-896.51,111.85,1.49335,-17.06242
556.077,1788243285.541366,1788243284.634194,-907.172,92.131,1.49335,-17.06242
556.183,1788243285.644656,1788243284.740016,-904.64,105.822,1.49335,-17.06242
556.288,1788243285.748087,1788243284.844319,-903.768,104.303,1.49335,-17.06242
556.389,1788243285.8513,1788243284.945428,-905.872,101.109,1.49335,-17.06242
556.497,1788243285.955352,1788243285.053975,-901.377,108.547,1.49335,-17.06242
556.605,1788243286.05848,1788243285.162066,-896.415,108.09,1.61264,-17.36152
556.705,1788243286.161956,1788243285.262188,-899.768,100.122,1.61264,-17.36152
556.81,1788243286.265622,1788243285.367051,-898.571,104.863,1.61264,-17.36152
556.912,1788243286.369352,1788243285.468292,-901.06,101.241,1.61264,-17.36152
557.024,1788243286.472911,1788243285.580585,-892.325,112.293,1.55,-17.20819
557.16,1788243286.576519,1788243285.716975,-859.544,136.39,1.55,-17.20819
557.226,1788243286.68007,1788243285.783165,-896.905,66.19,1.55,-17.20819
557.332,1788243286.783704,1788243285.88875,-894.954,105.585,1.55,-17.20819
557.432,1788243286.887167,1788243285.988838,-898.329,100.088,1.58083,-17.2911
557.539,1788243286.991249,1788243286.095683,-895.566,106.846,1.58083,-17.2911
557.644,1788243287.095334,1788243286.201234,-894.1,105.551,1.58083,-17.2911
557.743,1788243287.198365,1788243286.300132,-898.233,98.898,1.58083,-17.2911
557.847,1788243287.301983,1788243286.403622,-898.361,103.49,1.60721,-17.34199
557.944,1788243287.405508,1788243286.500706,-904.801,97.084,1.60721,-17.34199
558.052,1788243287.509986,1788243286.608433,-901.553,107.726,1.60721,-17.34199
558.168,1788243287.612677,1788243286.724503,-888.174,116.07,1.60721,-17.34199
558.276,1788243287.716604,1788243286.833042,-883.563,108.539,1.51035,-17.17799
558.407,1788243287.820068,1788243286.963565,-856.503,130.523,1.51035,-17.17799
558.466,1788243287.923789,1788243287.022827,-900.962,59.261,1.51035,-17.17799
558.571,1788243288.027803,1788243287.127676,-900.127,104.85,1.51035,-17.17799
558.675,1788243288.13121,1788243287.231462,-899.747,103.786,1.51035,-17.17799
558.781,1788243288.234898,1788243287.338201,-896.697,106.738,1.53119,-17.25982
558.881,1788243288.338685,1788243287.437808,-900.877,99.607,1.53119,-17.25982
558.987,1788243288.442575,1788243287.543895,-898.68,106.087,1.53119,-17.25982
559.091,1788243288.546204,1788243287.647487,-898.717,103.591,1.53119,-17.25982
559.19,1788243288.649694,1788243287.746665,-903.029,99.178,1.53119,-17.25982
559.296,1788243288.754218,1788243287.852378,-901.84,105.713,1.53119,-17.25982
559.395,1788243288.858015,1788243287.951514,-906.501,99.136,1.53119,-17.25982
559.5,1788243288.961908,1788243288.056541,-905.367,105.027,1.53119,-17.25982
559.602,1788243289.066067,1788243288.159092,-906.975,102.551,1.53119,-17.25982
559.707,1788243289.16967,1788243288.263853,-905.817,104.76,1.53119,-17.25982
559.812,1788243289.27391,1788243288.368437,-905.474,104.584,1.53119,-17.25982
559.915,1788243289.377826,1788243288.472049,-905.777,103.613,1.53119,-17.25982
560.022,1788243289.481701,1788243288.578424,-903.278,106.375,1.53119,-17.25982
560.132,1788243289.585567,1788243288.689211,-896.356,110.787,1.53119,-17.25982
560.235,1788243289.689236,1788243288.792121,-897.115,102.91,1.53119,-17.25982
560.333,1788243289.793149,1788243288.889739,-903.409,97.618,1.53119,-17.25982
560.434,1788243289.896535,1788243288.990963,-905.572,101.224,1.53119,-17.25982
560.539,1788243289.999763,1788243289.095471,-904.291,104.509,1.53119,-17.25982
560.639,1788243290.102964,1788243289.195981,-906.983,100.51,1.53119,-17.25982
560.748,1788243290.206677,1788243289.304911,-901.766,108.93,1.53119,-17.25982
560.883,1788243290.310036,1788243289.439592,-870.444,134.681,1.53119,-17.25982
560.95,1788243290.413328,1788243289.506433,-906.894,66.841,1.53119,-17.25982
561.058,1788243290.51661,1788243289.614773,-901.838,108.339,1.53119,-17.25982
561.161,1788243290.619616,1788243289.717695,-901.921,102.922,1.53119,-17.25982
561.268,1788243290.723504,1788243289.824818,-898.686,107.123,1.53119,-17.25982
561.369,1788243290.828102,1788243289.925808,-902.294,100.991,1.53119,-17.25982
561.469,1788243290.930164,1788243290.025428,-904.736,99.62,1.53119,-17.25982
561.577,1788243291.033677,1788243290.134077,-899.6,108.649,1.569,-17.31446
561.674,1788243291.137601,1788243290.230493,-907.109,96.416,1.569,-17.31446
561.784,1788243291.240975,1788243290.340714,-900.262,110.221,1.569,-17.31446
561.892,1788243291.34477,1788243290.449201,-895.569,108.487,1.569,-17.31446
561.994,1788243291.448751,1788243290.551031,-897.72,101.83,1.569,-17.31446
562.089,1788243291.552507,1788243290.6455,-907.007,94.469,1.569,-17.31446
562.2,1788243291.656319,1788243290.75685,-899.469,111.35,1.48223,-17.12605
562.305,1788243291.76022,1788243290.86193,-898.29,105.08,1.48223,-17.12605
562.401,1788243291.864037,1788243290.957988,-906.049,96.058,1.48223,-17.12605
562.512,1788243291.967965,1788243291.068311,-899.654,110.323,1.48223,-17.12605
562.612,1788243292.071973,1788243291.168957,-903.016,100.646,1.48223,-17.12605
562.72,1788243292.176574,1788243291.277148,-899.426,108.191,1.48223,-17.12605
562.825,1788243292.279772,1788243291.381952,-897.82,104.804,1.48223,-17.12605
562.927,1788243292.383799,1788243291.483996,-899.803,102.044,1.48223,-17.12605
563.033,1788243292.487823,1788243291.589655,-898.168,105.659,1.48223,-17.12605
563.135,1788243292.591987,1788243291.691867,-900.12,102.212,1.48223,-17.12605
563.238,1788243292.695858,1788243291.794667,-901.191,102.8,1.48223,-17.12605
563.337,1788243292.799523,1788243291.893709,-905.814,99.042,1.48223,-17.12605
563.451,1788243292.903576,1788243292.007356,-896.22,113.646,1.48223,-17.12605
563.564,1788243293.007591,1788243292.120319,-887.272,112.963,1.48223,-17.12605
563.661,1788243293.111416,1788243292.218219,-893.198,97.9,1.27937,-16.64077
563.752,1788243293.21513,1788243292.308418,-906.713,90.199,1.27937,-16.64077
563.944,1788243293.319035,1788243292.500754,-818.28,192.337,1.27937,-16.64077
563.974,1788243293.42299,1788243292.531078,-891.912,30.324,1.27937,-16.64077
564.067,1788243293.526773,1788243292.624084,-902.69,93.005,1.30857,-16.71476
564.187,1788243293.630239,1788243292.744112,-886.127,120.028,1.30857,-16.71476
564.3,1788243293.733982,1788243292.856867,-877.115,112.756,1.30857,-16.71476
564.392,1788243293.837754,1788243292.949119,-888.636,92.251,1.30857,-16.71476
564.482,1788243293.94147,1788243293.038302,-903.168,89.183,1.40242,-17.00864
564.615,1788243294.045278,1788243293.171811,-873.467,133.509,1.40242,-17.00864
564.697,1788243294.149117,1788243293.253663,-895.454,81.852,1.40242,-17.00864
564.847,1788243294.25297,1788243293.403386,-849.584,149.723,1.40242,-17.00864
564.917,1788243294.356499,1788243293.473943,-882.556,70.556,1.38892,-17.01621
565.001,1788243294.460309,1788243293.557757,-902.551,83.815,1.38892,-17.01621
565.102,1788243294.564015,1788243293.659272,-904.743,101.515,1.38892,-17.01621
565.209,1788243294.667905,1788243293.76564,-902.265,106.368,1.38892,-17.01621
565.315,1788243294.771414,1788243293.872212,-899.203,106.572,1.30012,-16.82747
565.419,1788243294.875594,1788243293.975617,-899.977,103.405,1.30012,-16.82747
565.53,1788243294.979296,1788243294.086431,-892.865,110.814,1.30012,-16.82747
565.643,1788243295.082956,1788243294.199287,-883.669,112.856,1.30012,-16.82747
565.731,1788243295.186631,1788243294.28761,-899.021,88.323,1.10417,-16.28203
565.83,1788243295.290535,1788243294.386747,-903.789,99.137,1.10417,-16.28203
565.94,1788243295.39412,1788243294.496565,-897.555,109.818,1.10417,-16.28203
566.041,1788243295.497952,1788243294.597371,-900.581,100.806,1.10417,-16.28203
566.14,1788243295.601283,1788243294.696375,-904.908,99.005,1.06094,-16.25909
566.247,1788243295.705,1788243294.803854,-901.146,107.478,1.06094,-16.25909
566.345,1788243295.80864,1788243294.901968,-906.672,98.114,1.06094,-16.25909
566.452,1788243295.912105,1788243295.009236,-902.869,107.268,1.06094,-16.25909
566.558,1788243296.015921,1788243295.11441,-901.511,105.174,1.15714,-16.55512
566.663,1788243296.119653,1788243295.219695,-899.958,105.285,1.15714,-16.55512
566.767,1788243296.223101,1788243295.324105,-898.995,104.41,1.15714,-16.55512
566.895,1788243296.326984,1788243295.451964,-875.02,127.859,1.15714,-16.55512
566.976,1788243296.430361,1788243295.532512,-897.849,80.548,1.09238,-16.40785
567.079,1788243296.533957,1788243295.635343,-898.614,102.832,1.09238,-16.40785
567.179,1788243296.637646,1788243295.735466,-902.18,100.123,1.09238,-16.40785
567.282,1788243296.741055,1788243295.838943,-902.111,103.477,1.09238,-16.40785
567.381,1788243296.844508,1788243295.937852,-906.657,98.908,1.09238,-16.40785
567.489,1788243296.948143,1788243296.04583,-902.313,107.978,1.15017,-16.62784
567.596,1788243297.051354,1788243296.152673,-898.682,106.843,1.15017,-16.62784
567.691,1788243297.155113,1788243296.248094,-907.019,95.421,1.15017,-16.62784
567.798,1788243297.258628,1788243296.354671,-903.957,106.578,1.15017,-16.62784
567.916,1788243297.362089,1788243296.473079,-889.01,118.407,1.15017,-16.62784
568.007,1788243297.465277,1788243296.564114,-901.163,91.035,1.15017,-16.62784
568.11,1788243297.568544,1788243296.667023,-901.521,102.909,1.15017,-16.62784
568.21,1788243297.672032,1788243296.766402,-905.63,99.379,1.15017,-16.62784
568.318,1788243297.775473,1788243296.875123,-900.351,108.721,1.15017,-16.62784
568.42,1788243297.878571,1788243296.976301,-902.27,101.178,1.15017,-16.62784
568.523,1788243297.982143,1788243297.079672,-902.471,103.371,1.15017,-16.62784
568.621,1788243298.085349,1788243297.177862,-907.487,98.189,1.15017,-16.62784
568.732,1788243298.188675,1788243297.28927,-899.405,111.408,1.15017,-16.62784
568.832,1788243298.293921,1788243297.38884,-905.082,99.57,1.19252,-16.74267
568.933,1788243298.396136,1788243297.490035,-906.101,101.195,1.19252,-16.74267
569.036,1788243298.49871,1788243297.592435,-906.275,102.4,1.19252,-16.74267
569.159,1788243298.602395,1788243297.715672,-886.723,123.237,1.19252,-16.74267
569.274,1788243298.705748,1788243297.830369,-875.379,114.697,1.33389,-17.06167
569.347,1788243298.809976,1788243297.903961,-906.014,73.592,1.33389,-17.06167
569.449,1788243298.91295,1788243298.005409,-907.541,101.447,1.33389,-17.06167
569.555,1788243299.016533,1788243298.112037,-904.495,106.629,1.33389,-17.06167
569.691,1788243299.120048,1788243298.247281,-872.767,135.244,1.31895,-16.9765
569.764,1788243299.223908,1788243298.320531,-903.378,73.249,1.31895,-16.9765
569.867,1788243299.327386,1788243298.423872,-903.514,103.341,1.31895,-16.9765
569.969,1788243299.430969,1788243298.525451,-905.518,101.579,1.31895,-16.9765
570.077,1788243299.534807,1788243298.633297,-901.511,107.846,1.32731,-17.00199
570.178,1788243299.638316,1788243298.734771,-903.545,101.474,1.32731,-17.00199
570.28,1788243299.742064,1788243298.8365,-905.564,101.729,1.32731,-17.00199
570.382,1788243299.845672,1788243298.938455,-907.217,101.954,1.32731,-17.00199
570.494,1788243299.949567,1788243299.05091,-898.657,112.456,1.34845,-17.10666
570.591,1788243300.053526,1788243299.148055,-905.471,97.144,1.34845,-17.10666
570.696,1788243300.156832,1788243299.25286,-903.972,104.805,1.34845,-17.10666
570.798,1788243300.262928,1788243299.35494,-907.988,102.08,1.34845,-17.10666
570.911,1788243300.365381,1788243299.468214,-897.167,113.274,1.39929,-17.14008
571.01,1788243300.468733,1788243299.566662,-902.071,98.448,1.39929,-17.14008
571.117,1788243300.57231,1788243299.673819,-898.491,107.157,1.39929,-17.14008
571.228,1788243300.676064,1788243299.785253,-890.811,111.434,1.39929,-17.14008
571.323,1788243300.779887,1788243299.879673,-900.214,94.42,1.35116,-17.09705
571.422,1788243300.883519,1788243299.978974,-904.545,99.301,1.35116,-17.09705
571.527,1788243300.987194,1788243300.084113,-903.081,105.139,1.35116,-17.09705
571.633,1788243301.09087,1788243300.189668,-901.202,105.555,1.35116,-17.09705
571.738,1788243301.196237,1788243300.294375,-901.862,104.707,1.3372,-17.06725
571.839,1788243301.299782,1788243300.395919,-903.863,101.543,1.3372,-17.06725
571.94,1788243301.402109,1788243300.497193,-904.916,101.274,1.3372,-17.06725
572.051,1788243301.505759,1788243300.607958,-897.801,110.765,1.3372,-17.06725
572.149,1788243301.609618,1788243300.706178,-903.44,98.22,1.4013,-17.30838
572.284,1788243301.712833,1788243300.840521,-872.312,134.343,1.4013,-17.30838
572.353,1788243301.816778,1788243300.909903,-906.875,69.382,1.4013,-17.30838
572.463,1788243301.920467,1788243301.019587,-900.88,109.684,1.4013,-17.30838
572.562,1788243302.023977,1788243301.118784,-905.193,99.197,1.37817,-17.29691
572.664,1788243302.127584,1788243301.221203,-906.381,102.419,1.37817,-17.29691
572.775,1788243302.231322,1788243301.331298,-900.024,110.095,1.37817,-17.29691
572.902,1788243302.334895,1788243301.458424,-876.472,127.126,1.37817,-17.29691
572.986,1788243302.438445,1788243301.542725,-895.72,84.301,1.4685,-17.44241
573.084,1788243302.542827,1788243301.640557,-902.27,97.832,1.4685,-17.44241
573.3,1788243302.749949,1788243301.857275,-892.674,216.719,1.4685,-17.44241
573.441,1788243302.853928,1788243301.997705,-856.223,140.429,1.4685,-17.44241
573.536,1788243302.957835,1788243302.092744,-865.091,95.04,1.38214,-17.29108
573.627,1788243303.063084,1788243302.184031,-879.053,91.287,1.38214,-17.29108
573.714,1788243303.165799,1788243302.27071,-895.089,86.679,1.38214,-17.29108
573.819,1788243303.269907,1788243302.37538,-894.528,104.67,1.38214,-17.29108
573.914,1788243303.373832,1788243302.470845,-902.987,95.465,1.38214,-17.29108
574.014,1788243303.477557,1788243302.571195,-906.362,100.35,1.38214,-17.29108
574.178,1788243303.581343,1788243302.734651,-846.692,163.456,1.38214,-17.29108
574.231,1788243303.684843,1788243302.7873,-897.543,52.649,1.38214,-17.29108
574.336,1788243303.788821,1788243302.893038,-895.783,105.738,1.29443,-17.12683
574.44,1788243303.892274,1788243302.997271,-895.003,104.233,1.29443,-17.12683
574.54,1788243303.996067,1788243303.096483,-899.584,99.212,1.29443,-17.12683
574.643,1788243304.099516,1788243303.200168,-899.348,103.685,1.29443,-17.12683
574.747,1788243304.203368,1788243303.303369,-899.999,103.201,1.29443,-17.12683
574.856,1788243304.307087,1788243303.412829,-894.258,109.46,1.29443,-17.12683
574.961,1788243304.410861,1788243303.518126,-892.735,105.296,1.29443,-17.12683
575.062,1788243304.514948,1788243303.618892,-896.056,100.766,1.29443,-17.12683
575.159,1788243304.618782,1788243303.715403,-903.379,96.511,1.29443,-17.12683
575.288,1788243304.724029,1788243303.844339,-879.69,128.937,1.13081,-16.77259
575.375,1788243304.827281,1788243303.931859,-895.422,87.519,1.13081,-16.77259
575.469,1788243304.929967,1788243304.026258,-903.708,94.4,1.13081,-16.77259
575.573,1788243305.033351,1788243304.130256,-903.095,103.998,1.13081,-16.77259
575.856,1788243305.136996,1788243304.413162,-723.834,282.906,1.13081,-16.77259
575.857,1788243305.240713,1788243304.4133,-827.413,0.138,1.13081,-16.77259
575.883,1788243305.344317,1788243304.440168,-904.149,26.868,1.13081,-16.77259
575.988,1788243305.448776,1788243304.544352,-904.425,104.184,1.13081,-16.77259
576.101,1788243305.551471,1788243304.657908,-893.563,113.556,0.92993,-16.27206
576.195,1788243305.656122,1788243304.751814,-904.308,93.906,0.92993,-16.27206
576.347,1788243305.759192,1788243304.903731,-855.461,151.917,0.92993,-16.27206
576.401,1788243305.862913,1788243304.957396,-905.518,53.665,0.92993,-16.27206
576.527,1788243305.966449,1788243305.083675,-882.773,126.28,0.92993,-16.27206
576.621,1788243306.069976,1788243305.177924,-892.052,94.249,0.92993,-16.27206
576.713,1788243306.173747,1788243305.27007,-903.677,92.146,0.92993,-16.27206
576.819,1788243306.277697,1788243305.375409,-902.288,105.338,0.9585,-16.36426
576.927,1788243306.381469,1788243305.483343,-898.127,107.934,0.9585,-16.36426
577.026,1788243306.485717,1788243305.582666,-903.051,99.323,0.9585,-16.36426
577.152,1788243306.589487,1788243305.708624,-880.863,125.958,0.9585,-16.36426
577.237,1788243306.693029,1788243305.79358,-899.449,84.956,0.9585,-16.36426
577.339,1788243306.797067,1788243305.895632,-901.435,102.051,0.9585,-16.36426
577.439,1788243306.900645,1788243305.996079,-904.565,100.448,0.9585,-16.36426
577.548,1788243307.004598,1788243306.105064,-899.534,108.985,0.9585,-16.36426
577.648,1788243307.108184,1788243306.204807,-903.377,99.742,0.9585,-16.36426
577.763,1788243307.211624,1788243306.319655,-891.969,114.849,0.9585,-16.36426
577.861,1788243307.315414,1788243306.418049,-897.365,98.394,0.86241,-16.14411
577.971,1788243307.418772,1788243306.528225,-890.547,110.176,0.86241,-16.14411
578.065,1788243307.522223,1788243306.621524,-900.7,93.298,0.86241,-16.14411
578.165,1788243307.627064,1788243306.721484,-905.581,99.96,0.86241,-16.14411
578.272,1788243307.729615,1788243306.82878,-900.835,107.296,1.02472,-16.63416
578.379,1788243307.833123,1788243306.935582,-897.541,106.802,1.02472,-16.63416
578.479,1788243307.936885,1788243307.035727,-901.158,100.145,1.02472,-16.63416
578.584,1788243308.040532,1788243307.141277,-899.255,105.55,1.02472,-16.63416
578.69,1788243308.1444,1788243307.246896,-897.504,105.619,1.02472,-16.63416
578.79,1788243308.248289,1788243307.346529,-901.76,99.633,1.01088,-16.53353
578.906,1788243308.352144,1788243307.462369,-889.775,115.84,1.01088,-16.53353
579.018,1788243308.456414,1788243307.574888,-881.526,112.518,1.01088,-16.53353
579.122,1788243308.560082,1788243307.678622,-881.46,103.734,1.01088,-16.53353
579.207,1788243308.663904,1788243307.763438,-900.466,84.817,1.01088,-16.53353
579.343,1788243308.767348,1788243307.899962,-867.387,136.523,1.01088,-16.53353
579.47,1788243308.871141,1788243308.026571,-844.57,126.609,1.01088,-16.53353
579.618,1788243308.974826,1788243308.174636,-800.19,148.065,0.99034,-16.44642
579.638,1788243309.078258,1788243308.194495,-883.763,19.859,0.99034,-16.44642
579.777,1788243309.181728,1788243308.334213,-847.515,139.718,0.99034,-16.44642
579.899,1788243309.285354,1788243308.455416,-829.938,121.203,0.99034,-16.44642
580.008,1788243309.389367,1788243308.564513,-824.853,109.097,0.99034,-16.44642
580.036,1788243309.493857,1788243308.592288,-901.568,27.775,0.99034,-16.44642
580.161,1788243309.596974,1788243308.718268,-878.706,125.98,0.99034,-16.44642
580.358,1788243309.701041,1788243308.914366,-786.675,196.098,0.99034,-16.44642
580.46,1788243309.805338,1788243309.017037,-788.3,102.671,0.99034,-16.44642
580.46,1788243309.9089,1788243309.017253,-891.647,0.216,0.99034,-16.44642
580.577,1788243310.012156,1788243309.134068,-878.087,116.815,0.99034,-16.44642
580.666,1788243310.115663,1788243309.222383,-893.28,88.315,0.88265,-16.16669
580.768,1788243310.218932,1788243309.324428,-894.504,102.044,0.88265,-16.16669
580.866,1788243310.322123,1788243309.423035,-899.088,98.607,0.88265,-16.16669
580.973,1788243310.42593,1788243309.529317,-896.613,106.282,0.88265,-16.16669
581.096,1788243310.529386,1788243309.652938,-876.448,123.621,0.88265,-16.16669
581.169,1788243310.632811,1788243309.726236,-906.575,73.298,0.88265,-16.16669
581.301,1788243310.735431,1788243309.858263,-877.168,132.027,0.89168,-16.18259
581.383,1788243310.838717,1788243309.9397,-899.017,81.437,0.89168,-16.18259
581.488,1788243310.942301,1788243310.04517,-897.131,105.47,0.89168,-16.18259
581.595,1788243311.045714,1788243310.151684,-894.031,106.514,0.89168,-16.18259
581.701,1788243311.149585,1788243310.257528,-892.057,105.844,0.97927,-16.4427
581.8,1788243311.253936,1788243310.356557,-897.379,99.029,0.97927,-16.4427
581.903,1788243311.356582,1788243310.459986,-896.595,103.429,0.97927,-16.4427
582.013,1788243311.45995,1788243310.569444,-890.506,109.458,0.97927,-16.4427
582.112,1788243311.563582,1788243310.668405,-895.178,98.961,1.11558,-16.86878
582.231,1788243311.666926,1788243310.787428,-879.498,119.024,1.11558,-16.86878
582.322,1788243311.770434,1788243310.878652,-891.782,91.223,1.11558,-16.86878
582.416,1788243311.87383,1788243310.972707,-901.123,94.055,1.11558,-16.86878
582.518,1788243311.977387,1788243311.074808,-902.579,102.101,1.08995,-16.8288
582.622,1788243312.08076,1788243311.179164,-901.595,104.356,1.08995,-16.8288
582.729,1788243312.184171,1788243311.285616,-898.555,106.452,1.08995,-16.8288
582.832,1788243312.287677,1788243311.388312,-899.366,102.695,1.08995,-16.8288
582.96,1788243312.391684,1788243311.51632,-875.364,128.008,1.22957,-17.17946
583.1,1788243312.495894,1788243311.65677,-839.124,140.45,1.22957,-17.17946
583.246,1788243312.59914,1788243311.802406,-796.734,145.636,1.22957,-17.17946
583.252,1788243312.7025,1788243311.808986,-893.514,6.58,1.22957,-17.17946
583.355,1788243312.805924,1788243311.911966,-893.957,102.981,1.18275,-17.03506
583.456,1788243312.909419,1788243312.012634,-896.785,100.668,1.18275,-17.03506
583.598,1788243313.012831,1788243312.155019,-857.812,142.385,1.18275,-17.03506
583.69,1788243313.116417,1788243312.246993,-869.424,91.974,1.18275,-17.03506
583.768,1788243313.219965,1788243312.325181,-894.784,78.187,1.26237,-17.23523
583.871,1788243313.32355,1788243312.427692,-895.859,102.511,1.26237,-17.23523
584.021,1788243313.426794,1788243312.577901,-848.892,150.21,1.26237,-17.23523
584.078,1788243313.530245,1788243312.634756,-895.489,56.855,1.26237,-17.23523
584.224,1788243313.633788,1788243312.78067,-853.118,145.913,1.36083,-17.47492
584.294,1788243313.737258,1788243312.850429,-886.829,69.759,1.36083,-17.47492
