t_rel_s,stamp_s,recv_s,latency_ms,gap_since_prev_ms,tx,ty
91.716,1788242821.175906,1788242820.272355,-903.551,99.917,7e-05,-0.00798
91.819,1788242821.278831,1788242820.37538,-903.451,103.025,7e-05,-0.00798
91.924,1788242821.381995,1788242820.480908,-901.087,105.529,7e-05,-0.00798
92.027,1788242821.485454,1788242820.583775,-901.679,102.866,7e-05,-0.00798
92.129,1788242821.588483,1788242820.685514,-902.969,101.74,7e-05,-0.00798
92.233,1788242821.691656,1788242820.789294,-902.362,103.779,7e-05,-0.00798
92.334,1788242821.794763,1788242820.891014,-903.749,101.721,7e-05,-0.00798
92.438,1788242821.897868,1788242820.994775,-903.094,103.76,7e-05,-0.00798
92.542,1788242822.000733,1788242821.098553,-902.18,103.778,7e-05,-0.00798
92.644,1788242822.103797,1788242821.200969,-902.828,102.417,7e-05,-0.00798
92.75,1788242822.206912,1788242821.30684,-900.071,105.871,7e-05,-0.00798
92.85,1788242822.310086,1788242821.406343,-903.743,99.503,7e-05,-0.00798
92.954,1788242822.413088,1788242821.51103,-902.057,104.687,7e-05,-0.00798
93.058,1788242822.516634,1788242821.614419,-902.215,103.388,7e-05,-0.00798
93.161,1788242822.619575,1788242821.71802,-901.556,103.601,7e-05,-0.00798
93.266,1788242822.722582,1788242821.823124,-899.458,105.104,7e-05,-0.00798
93.366,1788242822.826458,1788242821.923071,-903.387,99.947,7e-05,-0.00798
93.471,1788242822.929261,1788242822.028209,-901.053,105.138,7e-05,-0.00798
93.572,1788242823.032212,1788242822.129216,-902.996,101.007,7e-05,-0.00798
93.675,1788242823.135237,1788242822.231907,-903.331,102.691,7e-05,-0.00798
93.777,1788242823.238162,1788242822.334041,-904.121,102.134,7e-05,-0.00798
93.895,1788242823.341186,1788242822.451934,-889.251,117.893,7e-05,-0.00798
94.154,1788242823.444447,1788242822.710927,-733.52,258.993,7e-05,-0.00798
94.155,1788242823.547767,1788242822.71175,-836.017,0.823,7e-05,-0.00798
94.192,1788242823.652041,1788242822.748899,-903.142,37.149,7e-05,-0.00798
94.293,1788242823.753832,1788242822.849696,-904.136,100.797,7e-05,-0.00798
94.401,1788242823.856756,1788242822.957654,-899.102,107.957,7e-05,-0.00798
94.503,1788242823.960707,1788242823.059519,-901.189,101.865,7e-05,-0.00798
94.604,1788242824.064148,1788242823.160709,-903.439,101.19,7e-05,-0.00798
94.708,1788242824.166838,1788242823.265136,-901.702,104.426,7e-05,-0.00798
94.81,1788242824.269748,1788242823.366716,-903.033,101.58,7e-05,-0.00798
94.914,1788242824.372773,1788242823.470786,-901.987,104.07,7e-05,-0.00798
95.016,1788242824.476327,1788242823.572412,-903.915,101.626,7e-05,-0.00798
95.12,1788242824.579436,1788242823.677096,-902.34,104.684,7e-05,-0.00798
95.224,1788242824.682411,1788242823.7811,-901.31,104.005,7e-05,-0.00798
95.327,1788242824.785578,1788242823.88375,-901.828,102.65,7e-05,-0.00798
95.429,1788242824.889066,1788242823.985286,-903.781,101.535,7e-05,-0.00798
95.533,1788242824.991676,1788242824.089833,-901.843,104.547,7e-05,-0.00798
95.634,1788242825.09474,1788242824.191197,-903.543,101.365,7e-05,-0.00798
95.739,1788242825.197931,1788242824.296166,-901.765,104.969,7e-05,-0.00798
95.845,1788242825.301105,1788242824.401861,-899.244,105.695,7e-05,-0.00798
95.947,1788242825.404486,1788242824.503935,-900.551,102.073,7e-05,-0.00798
96.047,1788242825.507618,1788242824.604155,-903.463,100.22,7e-05,-0.00798
96.152,1788242825.61065,1788242824.709209,-901.441,105.054,7e-05,-0.00798
96.253,1788242825.713749,1788242824.810116,-903.633,100.908,7e-05,-0.00798
96.363,1788242825.816864,1788242824.919749,-897.115,109.632,7e-05,-0.00798
96.462,1788242825.922507,1788242825.018832,-903.675,99.083,7e-05,-0.00798
96.572,1788242826.024004,1788242825.128434,-895.57,109.602,7e-05,-0.00798
96.667,1788242826.12705,1788242825.224006,-903.045,95.572,7e-05,-0.00798
96.771,1788242826.229867,1788242825.327622,-902.245,103.616,7e-05,-0.00798
96.921,1788242826.333001,1788242825.477574,-855.427,149.952,7e-05,-0.00798
96.976,1788242826.43605,1788242825.532511,-903.54,54.937,7e-05,-0.00798
97.078,1788242826.539016,1788242825.634801,-904.215,102.29,7e-05,-0.00798
97.183,1788242826.641985,1788242825.74017,-901.815,105.369,7e-05,-0.00798
97.286,1788242826.745373,1788242825.842691,-902.681,102.522,7e-05,-0.00798
97.388,1788242826.848521,1788242825.944316,-904.206,101.624,7e-05,-0.00798
97.491,1788242826.951476,1788242826.047889,-903.587,103.573,7e-05,-0.00798
97.595,1788242827.054522,1788242826.151773,-902.748,103.884,7e-05,-0.00798
97.701,1788242827.157547,1788242826.258099,-899.447,106.326,7e-05,-0.00798
97.804,1788242827.260855,1788242826.360909,-899.947,102.809,7e-05,-0.00798
97.904,1788242827.363989,1788242826.4612,-902.789,100.292,7e-05,-0.00798
98.009,1788242827.467392,1788242826.565447,-901.946,104.247,7e-05,-0.00798
98.11,1788242827.570347,1788242826.667124,-903.223,101.677,7e-05,-0.00798
98.213,1788242827.673503,1788242826.769419,-904.084,102.295,7e-05,-0.00798
98.32,1788242827.77672,1788242826.876564,-900.156,107.145,7e-05,-0.00798
98.421,1788242827.879959,1788242826.977962,-901.997,101.398,7e-05,-0.00798
98.525,1788242827.982898,1788242827.081639,-901.259,103.677,7e-05,-0.00798
98.628,1788242828.087131,1788242827.184552,-902.579,102.914,7e-05,-0.00798
98.736,1788242828.190079,1788242827.292624,-897.454,108.072,7e-05,-0.00798
98.835,1788242828.293053,1788242827.391994,-901.059,99.37,7e-05,-0.00798
98.935,1788242828.396088,1788242827.491922,-904.166,99.928,7e-05,-0.00798
99.043,1788242828.499268,1788242827.59942,-899.847,107.498,7e-05,-0.00798
99.142,1788242828.602382,1788242827.698362,-904.02,98.942,7e-05,-0.00798
99.247,1788242828.705303,1788242827.803774,-901.529,105.412,7e-05,-0.00798
99.348,1788242828.808348,1788242827.904954,-903.394,101.18,7e-05,-0.00798
99.451,1788242828.911321,1788242828.007492,-903.829,102.538,7e-05,-0.00798
99.555,1788242829.014479,1788242828.111395,-903.084,103.903,7e-05,-0.00798
99.658,1788242829.117874,1788242828.214297,-903.577,102.902,7e-05,-0.00798
99.767,1788242829.221067,1788242828.323792,-897.274,109.495,7e-05,-0.00798
99.865,1788242829.324101,1788242828.422013,-902.088,98.221,7e-05,-0.00798
99.967,1788242829.427968,1788242828.523895,-904.073,101.882,7e-05,-0.00798
100.071,1788242829.530274,1788242828.628232,-902.042,104.338,7e-05,-0.00798
100.177,1788242829.633462,1788242828.734249,-899.213,106.017,7e-05,-0.00798
100.277,1788242829.736723,1788242828.833418,-903.305,99.169,7e-05,-0.00798
100.379,1788242829.839826,1788242828.935619,-904.208,102.201,7e-05,-0.00798
100.484,1788242829.942718,1788242829.040317,-902.4,104.699,7e-05,-0.00798
100.588,1788242830.046059,1788242829.145014,-901.045,104.697,7e-05,-0.00798
100.69,1788242830.149455,1788242829.247044,-902.411,102.03,7e-05,-0.00798
100.792,1788242830.25214,1788242829.34832,-903.82,101.277,7e-05,-0.00798
100.895,1788242830.355105,1788242829.451951,-903.154,103.631,7e-05,-0.00798
101.0,1788242830.458532,1788242829.557102,-901.43,105.151,7e-05,-0.00798
101.103,1788242830.562391,1788242829.659919,-902.472,102.817,7e-05,-0.00798
101.205,1788242830.664926,1788242829.762003,-902.923,102.084,7e-05,-0.00798
101.309,1788242830.76796,1788242829.865627,-902.333,103.624,7e-05,-0.00798
101.414,1788242830.870934,1788242829.970608,-900.326,104.982,7e-05,-0.00798
101.516,1788242830.97447,1788242830.072795,-901.675,102.186,7e-05,-0.00798
101.616,1788242831.077446,1788242830.173168,-904.278,100.374,7e-05,-0.00798
101.722,1788242831.180459,1788242830.278462,-901.997,105.294,7e-05,-0.00798
101.824,1788242831.283585,1788242830.380749,-902.836,102.287,7e-05,-0.00798
101.927,1788242831.386836,1788242830.484072,-902.764,103.324,7e-05,-0.00798
102.032,1788242831.48993,1788242830.588852,-901.078,104.779,7e-05,-0.00798
102.133,1788242831.593391,1788242830.690164,-903.227,101.312,7e-05,-0.00798
102.236,1788242831.696493,1788242830.792833,-903.661,102.669,7e-05,-0.00798
102.34,1788242831.799437,1788242830.896908,-902.529,104.075,7e-05,-0.00798
102.443,1788242831.902722,1788242830.99965,-903.072,102.742,7e-05,-0.00798
102.546,1788242832.00565,1788242831.102542,-903.108,102.892,7e-05,-0.00798
102.648,1788242832.108984,1788242831.205033,-903.95,102.491,7e-05,-0.00798
102.757,1788242832.212068,1788242831.313543,-898.525,108.51,7e-05,-0.00798
102.856,1788242832.315268,1788242831.413184,-902.085,99.641,7e-05,-0.00798
102.968,1788242832.418456,1788242831.525024,-893.431,111.841,7e-05,-0.00798
103.067,1788242832.523624,1788242831.62423,-899.393,99.206,7e-05,-0.00798
103.169,1788242832.627411,1788242831.725339,-902.071,101.109,7e-05,-0.00798
103.269,1788242832.729356,1788242831.825876,-903.48,100.537,7e-05,-0.00798
103.374,1788242832.831845,1788242831.93067,-901.175,104.794,7e-05,-0.00798
103.476,1788242832.93508,1788242832.032502,-902.579,101.831,7e-05,-0.00798
103.578,1788242833.0381,1788242832.134327,-903.773,101.826,7e-05,-0.00798
103.789,1788242833.141048,1788242832.345518,-795.53,211.19,7e-05,-0.00798
103.799,1788242833.244066,1788242832.35621,-887.856,10.693,7e-05,-0.00798
103.891,1788242833.347131,1788242832.447413,-899.718,91.202,7e-05,-0.00798
103.993,1788242833.450418,1788242832.549449,-900.969,102.036,7e-05,-0.00798
104.095,1788242833.553435,1788242832.651621,-901.814,102.172,7e-05,-0.00798
104.197,1788242833.656412,1788242832.753841,-902.57,102.221,7e-05,-0.00798
104.3,1788242833.759777,1788242832.857119,-902.658,103.278,7e-05,-0.00798
104.404,1788242833.86329,1788242832.960941,-902.349,103.822,7e-05,-0.00798
104.508,1788242833.966864,1788242833.064769,-902.095,103.827,7e-05,-0.00798
104.611,1788242834.069475,1788242833.167673,-901.802,102.905,7e-05,-0.00798
104.714,1788242834.172504,1788242833.27045,-902.054,102.776,7e-05,-0.00798
104.814,1788242834.275742,1788242833.371274,-904.468,100.825,7e-05,-0.00798
104.92,1788242834.378674,1788242833.476649,-902.025,105.375,7e-05,-0.00798
105.022,1788242834.481657,1788242833.578737,-902.92,102.088,7e-05,-0.00798
105.125,1788242834.584747,1788242833.682252,-902.495,103.515,7e-05,-0.00798
105.23,1788242834.688459,1788242833.786878,-901.581,104.626,7e-05,-0.00798
105.332,1788242834.791332,1788242833.888644,-902.688,101.766,7e-05,-0.00798
105.433,1788242834.89441,1788242833.989648,-904.763,101.003,7e-05,-0.00798
105.54,1788242834.997365,1788242834.096745,-900.62,107.097,7e-05,-0.00798
105.64,1788242835.100354,1788242834.197091,-903.263,100.346,7e-05,-0.00798
105.747,1788242835.203618,1788242834.303311,-900.307,106.22,7e-05,-0.00798
105.851,1788242835.306452,1788242834.407718,-898.733,104.407,7e-05,-0.00798
105.949,1788242835.409737,1788242834.505677,-904.06,97.959,7e-05,-0.00798
106.054,1788242835.512704,1788242834.610878,-901.826,105.201,7e-05,-0.00798
106.157,1788242835.616216,1788242834.713783,-902.433,102.905,7e-05,-0.00798
106.262,1788242835.71916,1788242834.819077,-900.084,105.294,7e-05,-0.00798
106.366,1788242835.824588,1788242834.923164,-901.423,104.088,7e-05,-0.00798
106.468,1788242835.927233,1788242835.024585,-902.648,101.421,7e-05,-0.00798
106.569,1788242836.0286,1788242835.126106,-902.494,101.521,7e-05,-0.00798
106.671,1788242836.131668,1788242835.228194,-903.474,102.089,7e-05,-0.00798
106.774,1788242836.235152,1788242835.330974,-904.178,102.78,7e-05,-0.00798
106.878,1788242836.33808,1788242835.434775,-903.304,103.801,7e-05,-0.00798
106.981,1788242836.44105,1788242835.537736,-903.314,102.961,7e-05,-0.00798
107.084,1788242836.544026,1788242835.640307,-903.719,102.571,7e-05,-0.00798
107.189,1788242836.647248,1788242835.745422,-901.825,105.115,7e-05,-0.00798
107.291,1788242836.750657,1788242835.847284,-903.373,101.862,7e-05,-0.00798
107.393,1788242836.853928,1788242835.950072,-903.856,102.787,7e-05,-0.00798
107.497,1788242836.956983,1788242836.054158,-902.825,104.086,7e-05,-0.00798
107.6,1788242837.060067,1788242836.156487,-903.58,102.329,7e-05,-0.00798
107.707,1788242837.163294,1788242836.264076,-899.219,107.589,7e-05,-0.00798
107.807,1788242837.26697,1788242836.363496,-903.474,99.421,7e-05,-0.00798
107.914,1788242837.369991,1788242836.470332,-899.659,106.836,7e-05,-0.00798
108.014,1788242837.473994,1788242836.570698,-903.296,100.365,7e-05,-0.00798
108.117,1788242837.576607,1788242836.674244,-902.363,103.546,7e-05,-0.00798
108.219,1788242837.679678,1788242836.776254,-903.424,102.01,7e-05,-0.00798
108.324,1788242837.782843,1788242836.880502,-902.341,104.248,7e-05,-0.00798
108.43,1788242837.885889,1788242836.986435,-899.455,105.933,7e-05,-0.00798
108.53,1788242837.989518,1788242837.08678,-902.738,100.346,7e-05,-0.00798
108.634,1788242838.092452,1788242837.190527,-901.924,103.747,7e-05,-0.00798
108.737,1788242838.195468,1788242837.294233,-901.235,103.705,7e-05,-0.00798
108.839,1788242838.298791,1788242837.395588,-903.202,101.356,7e-05,-0.00798
108.944,1788242838.401737,1788242837.500345,-901.392,104.757,7e-05,-0.00798
109.045,1788242838.504914,1788242837.601655,-903.259,101.31,7e-05,-0.00798
109.3,1788242838.608252,1788242837.857278,-750.973,255.623,7e-05,-0.00798
109.301,1788242838.711391,1788242837.857749,-853.642,0.471,7e-05,-0.00798
109.389,1788242838.814724,1788242837.945986,-868.738,88.237,7e-05,-0.00798
109.461,1788242838.918015,1788242838.017546,-900.469,71.56,7e-05,-0.00798
109.562,1788242839.020978,1788242838.118359,-902.619,100.813,7e-05,-0.00798
109.666,1788242839.12426,1788242838.223092,-901.169,104.733,7e-05,-0.00798
109.766,1788242839.228057,1788242838.323062,-904.994,99.971,7e-05,-0.00798
109.873,1788242839.330758,1788242838.430082,-900.676,107.02,7e-05,-0.00798
109.973,1788242839.434018,1788242838.52951,-904.508,99.428,7e-05,-0.00798
110.076,1788242839.536935,1788242838.63299,-903.944,103.48,7e-05,-0.00798
110.18,1788242839.640041,1788242838.7363,-903.741,103.31,7e-05,-0.00798
110.286,1788242839.742997,1788242838.842365,-900.632,106.065,7e-05,-0.00798
110.387,1788242839.846294,1788242838.944125,-902.169,101.761,7e-05,-0.00798
110.49,1788242839.94964,1788242839.046771,-902.869,102.646,7e-05,-0.00798
110.592,1788242840.052577,1788242839.148948,-903.629,102.177,7e-05,-0.00798
110.696,1788242840.155867,1788242839.253036,-902.831,104.088,7e-05,-0.00798
110.8,1788242840.258853,1788242839.356452,-902.401,103.416,7e-05,-0.00798
110.952,1788242840.362446,1788242839.5088,-853.646,152.348,7e-05,-0.00798
111.006,1788242840.46571,1788242839.562434,-903.276,53.634,7e-05,-0.00798
111.109,1788242840.56904,1788242839.665756,-903.284,103.322,7e-05,-0.00798
111.212,1788242840.672045,1788242839.768539,-903.506,102.783,7e-05,-0.00798
111.317,1788242840.775081,1788242839.873401,-901.681,104.861,7e-05,-0.00798
111.419,1788242840.878127,1788242839.975886,-902.241,102.486,7e-05,-0.00798
111.521,1788242840.981274,1788242840.078169,-903.106,102.282,7e-05,-0.00798
111.626,1788242841.084382,1788242840.182678,-901.704,104.509,7e-05,-0.00798
111.728,1788242841.187791,1788242840.284717,-903.074,102.039,7e-05,-0.00798
111.83,1788242841.290883,1788242840.386746,-904.137,102.028,7e-05,-0.00798
111.935,1788242841.393964,1788242840.491347,-902.617,104.601,7e-05,-0.00798
112.04,1788242841.497297,1788242840.597117,-900.18,105.77,7e-05,-0.00798
112.14,1788242841.600444,1788242840.697068,-903.375,99.951,7e-05,-0.00798
112.245,1788242841.704016,1788242840.801818,-902.198,104.75,7e-05,-0.00798
112.348,1788242841.807084,1788242840.904597,-902.487,102.779,7e-05,-0.00798
112.45,1788242841.910238,1788242841.007197,-903.041,102.6,7e-05,-0.00798
112.555,1788242842.013469,1788242841.111973,-901.496,104.776,7e-05,-0.00798
112.657,1788242842.116472,1788242841.213336,-903.135,101.363,7e-05,-0.00798
112.762,1788242842.219554,1788242841.318587,-900.967,105.251,7e-05,-0.00798
112.892,1788242842.322667,1788242841.448698,-873.969,130.111,7e-05,-0.00798
112.971,1788242842.426157,1788242841.527483,-898.674,78.786,7e-05,-0.00798
113.072,1788242842.529161,1788242841.628601,-900.56,101.118,7e-05,-0.00798
113.174,1788242842.632121,1788242841.731086,-901.035,102.485,7e-05,-0.00798
113.276,1788242842.735562,1788242841.833187,-902.375,102.101,7e-05,-0.00798
113.379,1788242842.838623,1788242841.935532,-903.091,102.345,7e-05,-0.00798
113.483,1788242842.94179,1788242842.039591,-902.199,104.059,7e-05,-0.00798
113.587,1788242843.044928,1788242842.143293,-901.634,103.703,7e-05,-0.00798
113.688,1788242843.14794,1788242842.244969,-902.971,101.676,7e-05,-0.00798
113.791,1788242843.251095,1788242842.347517,-903.578,102.548,7e-05,-0.00798
113.894,1788242843.354172,1788242842.45066,-903.512,103.142,7e-05,-0.00798
113.999,1788242843.457506,1788242842.555887,-901.62,105.227,7e-05,-0.00798
114.102,1788242843.56069,1788242842.658931,-901.76,103.044,7e-05,-0.00798
114.204,1788242843.664007,1788242842.760623,-903.385,101.692,7e-05,-0.00798
114.307,1788242843.767207,1788242842.864268,-902.939,103.645,7e-05,-0.00798
114.412,1788242843.870484,1788242842.968813,-901.67,104.546,7e-05,-0.00798
114.514,1788242843.973629,1788242843.071272,-902.357,102.459,7e-05,-0.00798
114.617,1788242844.076608,1788242843.174079,-902.529,102.806,7e-05,-0.00798
114.719,1788242844.179787,1788242843.275558,-904.229,101.479,7e-05,-0.00798
114.825,1788242844.282806,1788242843.38136,-901.446,105.802,7e-05,-0.00798
114.928,1788242844.386001,1788242843.484688,-901.313,103.328,7e-05,-0.00798
115.033,1788242844.489475,1788242843.590243,-899.231,105.556,7e-05,-0.00798
115.132,1788242844.593098,1788242843.689232,-903.866,98.989,7e-05,-0.00798
115.236,1788242844.695858,1788242843.793191,-902.666,103.959,7e-05,-0.00798
115.338,1788242844.798819,1788242843.894408,-904.411,101.216,7e-05,-0.00798
115.442,1788242844.902067,1788242843.998448,-903.619,104.04,7e-05,-0.00798
115.546,1788242845.005103,1788242844.102408,-902.695,103.96,7e-05,-0.00798
115.647,1788242845.108469,1788242844.204054,-904.415,101.646,7e-05,-0.00798
115.752,1788242845.21146,1788242844.308976,-902.484,104.922,7e-05,-0.00798
115.856,1788242845.314912,1788242844.412339,-902.573,103.364,7e-05,-0.00798
115.96,1788242845.41802,1788242844.517203,-900.817,104.863,7e-05,-0.00798
116.064,1788242845.521236,1788242844.621023,-900.213,103.82,7e-05,-0.00798
116.165,1788242845.624282,1788242844.721699,-902.583,100.676,7e-05,-0.00798
116.268,1788242845.727647,1788242844.824476,-903.17,102.778,7e-05,-0.00798
116.374,1788242845.830745,1788242844.93102,-899.724,106.544,7e-05,-0.00798
116.476,1788242845.934148,1788242845.032629,-901.518,101.609,7e-05,-0.00798
116.578,1788242846.03706,1788242845.134498,-902.562,101.868,7e-05,-0.00798
116.686,1788242846.14005,1788242845.242388,-897.662,107.89,7e-05,-0.00798
116.784,1788242846.243276,1788242845.34052,-902.757,98.132,7e-05,-0.00798
116.911,1788242846.346238,1788242845.46792,-878.318,127.4,7e-05,-0.00798
116.998,1788242846.449784,1788242845.554673,-895.11,86.754,7e-05,-0.00798
117.147,1788242846.553092,1788242845.703707,-849.384,149.034,7e-05,-0.00798
117.266,1788242846.655992,1788242845.823041,-832.951,119.334,7e-05,-0.00798
117.319,1788242846.759133,1788242845.875592,-883.54,52.552,7e-05,-0.00798
117.404,1788242846.861865,1788242845.960859,-901.006,85.266,7e-05,-0.00798
117.51,1788242846.965519,1788242846.067118,-898.401,106.26,7e-05,-0.00798
117.611,1788242847.068534,1788242846.167758,-900.776,100.64,7e-05,-0.00798
117.712,1788242847.171742,1788242846.268775,-902.968,101.017,7e-05,-0.00798
117.83,1788242847.274946,1788242846.386426,-888.52,117.652,7e-05,-0.00798
117.955,1788242847.378292,1788242846.511721,-866.571,125.295,7e-05,-0.00798
118.021,1788242847.481273,1788242846.577927,-903.346,66.206,7e-05,-0.00798
118.124,1788242847.584501,1788242846.680808,-903.693,102.881,7e-05,-0.00798
118.228,1788242847.687689,1788242846.784627,-903.062,103.819,7e-05,-0.00798
118.33,1788242847.791748,1788242846.886741,-905.007,102.113,7e-05,-0.00798
118.433,1788242847.894115,1788242846.990154,-903.961,103.413,7e-05,-0.00798
118.538,1788242847.997098,1788242847.094485,-902.613,104.331,7e-05,-0.00798
118.64,1788242848.10073,1788242847.196975,-903.755,102.49,7e-05,-0.00798
118.744,1788242848.203664,1788242847.301107,-902.557,104.132,7e-05,-0.00798
118.846,1788242848.306639,1788242847.40316,-903.479,102.053,7e-05,-0.00798
118.951,1788242848.409795,1788242847.508228,-901.567,105.068,7e-05,-0.00798
119.054,1788242848.513265,1788242847.610692,-902.574,102.463,7e-05,-0.00798
119.156,1788242848.616311,1788242847.713004,-903.307,102.313,7e-05,-0.00798
119.263,1788242848.719497,1788242847.819433,-900.064,106.429,7e-05,-0.00798
119.364,1788242848.822488,1788242847.92099,-901.498,101.557,7e-05,-0.00798
119.466,1788242848.926657,1788242848.022662,-903.995,101.672,7e-05,-0.00798
119.569,1788242849.029113,1788242848.125684,-903.429,103.022,7e-05,-0.00798
119.673,1788242849.132698,1788242848.229731,-902.967,104.047,7e-05,-0.00798
119.776,1788242849.235015,1788242848.332802,-902.214,103.071,7e-05,-0.00798
119.878,1788242849.33837,1788242848.434803,-903.566,102.002,7e-05,-0.00798
119.987,1788242849.441724,1788242848.543581,-898.144,108.778,7e-05,-0.00798
120.085,1788242849.545506,1788242848.641419,-904.088,97.838,7e-05,-0.00798
120.188,1788242849.648101,1788242848.744661,-903.44,103.242,7e-05,-0.00798
120.29,1788242849.75182,1788242848.846976,-904.844,102.315,7e-05,-0.00798
120.395,1788242849.854293,1788242848.951947,-902.346,104.971,7e-05,-0.00798
120.496,1788242849.95726,1788242849.052931,-904.329,100.984,7e-05,-0.00798
120.599,1788242850.060425,1788242849.156243,-904.182,103.312,7e-05,-0.00798
120.704,1788242850.16373,1788242849.260659,-903.071,104.416,7e-05,-0.00798
120.807,1788242850.266946,1788242849.364058,-902.888,103.399,7e-05,-0.00798
120.909,1788242850.370237,1788242849.466214,-904.024,102.156,7e-05,-0.00798
121.137,1788242850.473207,1788242849.693388,-779.818,227.175,7e-05,-0.00798
121.137,1788242850.576643,1788242849.693819,-882.824,0.431,7e-05,-0.00798
121.219,1788242850.679574,1788242849.776072,-903.502,82.253,7e-05,-0.00798
121.325,1788242850.782622,1788242849.88149,-901.132,105.418,7e-05,-0.00798
121.432,1788242850.886197,1788242849.988311,-897.887,106.82,7e-05,-0.00798
121.528,1788242850.98918,1788242850.084816,-904.364,96.506,7e-05,-0.00798
121.633,1788242851.092095,1788242850.189568,-902.527,104.752,7e-05,-0.00798
121.734,1788242851.195657,1788242850.290575,-905.083,101.007,7e-05,-0.00798
121.84,1788242851.298616,1788242850.396403,-902.213,105.828,7e-05,-0.00798
121.943,1788242851.401815,1788242850.49966,-902.156,103.257,7e-05,-0.00798
122.044,1788242851.50499,1788242850.601149,-903.841,101.489,7e-05,-0.00798
122.149,1788242851.608261,1788242850.705333,-902.928,104.184,7e-05,-0.00798
122.253,1788242851.711162,1788242850.809392,-901.77,104.059,7e-05,-0.00798
122.354,1788242851.814785,1788242850.911154,-903.63,101.762,7e-05,-0.00798
122.46,1788242851.917711,1788242851.016407,-901.304,105.253,7e-05,-0.00798
122.564,1788242852.020913,1788242851.121066,-899.847,104.659,7e-05,-0.00798
122.665,1788242852.123932,1788242851.222195,-901.738,101.128,7e-05,-0.00798
122.766,1788242852.227229,1788242851.322569,-904.66,100.374,7e-05,-0.00798
122.869,1788242852.330116,1788242851.425785,-904.331,103.216,7e-05,-0.00798
122.972,1788242852.433117,1788242851.528974,-904.143,103.189,7e-05,-0.00798
123.076,1788242852.536577,1788242851.632907,-903.67,103.933,7e-05,-0.00798
123.179,1788242852.639522,1788242851.736177,-903.344,103.27,7e-05,-0.00798
123.285,1788242852.742549,1788242851.84142,-901.129,105.243,7e-05,-0.00798
123.388,1788242852.845762,1788242851.945259,-900.503,103.839,7e-05,-0.00798
123.495,1788242852.949098,1788242852.051958,-897.14,106.699,7e-05,-0.00798
123.591,1788242853.05257,1788242852.148179,-904.392,96.22,7e-05,-0.00798
123.747,1788242853.155571,1788242852.304045,-851.526,155.866,7e-05,-0.00798
123.803,1788242853.258763,1788242852.359831,-898.932,55.786,7e-05,-0.00798
123.957,1788242853.361874,1788242852.513345,-848.529,153.514,7e-05,-0.00798
124.006,1788242853.46546,1788242852.563081,-902.379,49.736,7e-05,-0.00798
124.108,1788242853.568862,1788242852.665053,-903.809,101.972,7e-05,-0.00798
124.213,1788242853.671484,1788242852.770194,-901.289,105.141,7e-05,-0.00798
124.314,1788242853.776542,1788242852.871088,-905.454,100.893,7e-05,-0.00798
124.419,1788242853.878066,1788242852.97567,-902.396,104.582,7e-05,-0.00798
124.52,1788242853.980421,1788242853.077163,-903.257,101.494,7e-05,-0.00798
124.638,1788242854.083687,1788242853.195046,-888.641,117.883,7e-05,-0.00798
124.729,1788242854.187314,1788242853.285614,-901.7,90.568,7e-05,-0.00798
124.83,1788242854.29025,1788242853.386583,-903.667,100.969,7e-05,-0.00798
124.934,1788242854.393318,1788242853.4904,-902.918,103.817,7e-05,-0.00798
125.037,1788242854.496642,1788242853.594101,-902.54,103.702,7e-05,-0.00798
125.14,1788242854.599819,1788242853.69681,-903.009,102.708,7e-05,-0.00798
125.247,1788242854.702885,1788242853.803281,-899.604,106.472,7e-05,-0.00798
125.348,1788242854.805746,1788242853.904575,-901.171,101.294,7e-05,-0.00798
125.451,1788242854.90894,1788242854.007392,-901.548,102.817,7e-05,-0.00798
125.553,1788242855.011934,1788242854.109441,-902.493,102.049,7e-05,-0.00798
125.656,1788242855.114981,1788242854.212553,-902.428,103.112,7e-05,-0.00798
125.759,1788242855.218133,1788242854.315459,-902.674,102.906,7e-05,-0.00798
125.865,1788242855.321492,1788242854.422092,-899.4,106.633,7e-05,-0.00798
125.968,1788242855.424585,1788242854.524573,-900.012,102.481,7e-05,-0.00798
126.068,1788242855.527922,1788242854.624994,-902.928,100.42,7e-05,-0.00798
126.177,1788242855.630848,1788242854.73422,-896.629,109.226,7e-05,-0.00798
126.279,1788242855.734086,1788242854.835855,-898.231,101.636,7e-05,-0.00798
126.381,1788242855.836984,1788242854.93786,-899.123,102.005,7e-05,-0.00798
126.487,1788242855.94,1788242855.043532,-896.468,105.671,7e-05,-0.00798
126.583,1788242856.043352,1788242855.139528,-903.825,95.996,7e-05,-0.00798
126.688,1788242856.146493,1788242855.244289,-902.204,104.762,7e-05,-0.00798
126.789,1788242856.249913,1788242855.346162,-903.751,101.873,7e-05,-0.00798
126.909,1788242856.352911,1788242855.46628,-886.631,120.118,7e-05,-0.00798
126.998,1788242856.456803,1788242855.554984,-901.819,88.703,7e-05,-0.00798
127.102,1788242856.559125,1788242855.658453,-900.672,103.469,7e-05,-0.00798
127.203,1788242856.662488,1788242855.759887,-902.601,101.434,7e-05,-0.00798
127.305,1788242856.765467,1788242855.861676,-903.791,101.789,7e-05,-0.00798
127.409,1788242856.868503,1788242855.966197,-902.306,104.521,7e-05,-0.00798
127.512,1788242856.971919,1788242856.068919,-903.0,102.721,7e-05,-0.00798
127.623,1788242857.075194,1788242856.179948,-895.246,111.029,7e-05,-0.00798
