t_rel_s,stamp_s,x,y,yaw_deg,cov_xx,cov_xy,cov_yy,cov_yawyaw,trace_xy,sigma_x_m,sigma_y_m,sigma_yaw_deg
486.933,1788243215.392491,37.5414,-4.3207,-153.072,0.148851,-0.0127125,0.0194396,0.0235436,0.168291,0.38581,0.13943,8.7914
488.598,1788243217.048215,37.3171,-4.4099,-159.445,0.144961,-0.00761763,0.0207707,0.0382655,0.165731,0.38074,0.14412,11.2080
490.256,1788243218.706918,37.0828,-4.5036,-157.762,0.148318,-0.00505029,0.0218346,0.0613408,0.170153,0.38512,0.14777,14.1905
491.801,1788243220.263047,36.8631,-4.6018,-157.666,0.151254,0.0014478,0.0250202,0.0583099,0.176275,0.38891,0.15818,13.8355
493.461,1788243221.921838,36.6069,-4.6969,-160.098,0.150826,0.000642588,0.0290868,0.0578309,0.179912,0.38836,0.17055,13.7785
495.122,1788243223.579812,36.368,-4.7921,-157.334,0.161046,0.00429747,0.0378102,0.0627618,0.198856,0.40131,0.19445,14.3539
496.679,1788243225.134061,36.1473,-4.8828,-157.57,0.154108,0.00816931,0.0426635,0.066581,0.196772,0.39257,0.20655,14.7842
498.34,1788243226.793285,35.9239,-4.9743,-160.671,0.150165,0.013049,0.0478219,0.07546,0.197987,0.38751,0.21868,15.7391
499.993,1788243228.451656,35.6678,-5.0603,-158.657,0.145565,0.0126133,0.0565956,0.0814958,0.20216,0.38153,0.23790,16.3565
501.651,1788243230.110385,35.4344,-5.1638,-153.995,0.149611,0.00494901,0.0694221,0.0856841,0.219033,0.38680,0.26348,16.7715
503.21,1788243231.666058,35.2259,-5.2804,-151.635,0.143971,0.00482519,0.0740141,0.0879011,0.217985,0.37944,0.27206,16.9871
504.767,1788243233.220645,35.0317,-5.4114,-150.88,0.147366,0.00398927,0.0786057,0.0852623,0.225972,0.38388,0.28037,16.7302
506.325,1788243234.776354,34.8349,-5.5194,-149.145,0.132872,0.00693109,0.0767084,0.0798173,0.20958,0.36452,0.27696,16.1872
507.978,1788243236.435131,34.6326,-5.6654,-143.803,0.144231,0.00536314,0.072578,0.0841377,0.216809,0.37978,0.26940,16.6195
509.64,1788243238.094555,34.4495,-5.8289,-137.649,0.170245,0.0102434,0.0557122,0.074841,0.225957,0.41261,0.23603,15.6745
512.568,1788243240.065314,34.2257,-6.0191,-135.409,0.179923,0.0149066,0.0567241,0.0817994,0.236647,0.42417,0.23817,16.3869
516.6,1788243245.042723,34.0817,-6.1623,-147.281,0.186376,0.0188647,0.0560158,0.0848203,0.242392,0.43171,0.23668,16.6868
517.005,1788243245.457947,34.0458,-6.1735,-158.175,0.182841,0.0196683,0.0440729,0.0764694,0.226914,0.42760,0.20994,15.8441
517.413,1788243245.873081,34.0156,-6.1724,-169.329,0.197515,0.0197289,0.0334679,0.0685968,0.230983,0.44443,0.18294,15.0063
517.829,1788243246.287432,33.9928,-6.1854,179.932,0.198635,0.0199414,0.0282073,0.0633877,0.226842,0.44568,0.16795,14.4253
518.656,1788243247.115098,33.9215,-6.1908,166.761,0.181631,0.0159735,0.0218031,0.0546378,0.203434,0.42618,0.14766,13.3927
519.693,1788243248.15022,33.8289,-6.1823,154.375,0.160305,0.00527195,0.0208899,0.0500503,0.181195,0.40038,0.14453,12.8182
520.748,1788243249.186835,33.73,-6.124,143.251,0.160933,-0.00219095,0.0226465,0.0512559,0.183579,0.40116,0.15049,12.9716
522.386,1788243250.844627,33.5575,-5.9578,135.732,0.157815,-0.0097943,0.0297646,0.0689871,0.18758,0.39726,0.17252,15.0490
524.041,1788243252.503439,33.3496,-5.7454,137.826,0.15087,-0.0155819,0.0404734,0.0815134,0.191344,0.38842,0.20118,16.3583
525.292,1788243253.747057,33.1958,-5.6171,148.911,0.16071,-0.0154895,0.047536,0.0759674,0.208246,0.40089,0.21803,15.7920
526.531,1788243254.990847,33.0083,-5.5216,159.959,0.162676,-0.0137506,0.0479316,0.0666037,0.210608,0.40333,0.21893,14.7867
528.92,1788243257.375001,32.6662,-5.4075,171.243,0.198081,-0.0180604,0.0635562,0.0906419,0.261637,0.44506,0.25210,17.2499
530.987,1788243259.448571,32.3485,-5.3635,176.272,0.207397,-0.0208681,0.0846125,0.108311,0.292009,0.45541,0.29088,18.8564
532.959,1788243261.418078,32.0422,-5.3141,179.874,0.22417,-0.0237391,0.102777,0.109994,0.326946,0.47347,0.32059,19.0024
534.83,1788243263.284643,31.751,-5.2845,178.944,0.262293,-0.024837,0.122751,0.120708,0.385044,0.51215,0.35036,19.9063
536.795,1788243265.254217,31.4437,-5.2435,178.079,0.295117,-0.0153197,0.135673,0.117149,0.43079,0.54325,0.36834,19.6106
538.879,1788243267.328891,31.1185,-5.2287,173.413,0.314107,-0.00512965,0.148054,0.119512,0.462161,0.56045,0.38478,19.8074
541.153,1788243269.609615,30.7718,-5.176,169.739,0.374281,0.0104123,0.156076,0.128973,0.530357,0.61179,0.39506,20.5765
544.576,1788243273.030764,30.5434,-5.1567,-177.013,0.379376,0.0171463,0.142538,0.114731,0.521913,0.61593,0.37754,19.4072
545.611,1788243274.067655,30.4173,-5.1832,-163.972,0.382334,0.0220274,0.107784,0.0879499,0.490118,0.61833,0.32831,16.9918
546.773,1788243275.104456,30.3168,-5.2108,-151.33,0.414733,0.0243964,0.0911748,0.0702688,0.505908,0.64400,0.30195,15.1881
547.89,1788243276.349204,30.2243,-5.2597,-139.135,0.411642,0.0274133,0.0741158,0.0570726,0.485758,0.64159,0.27224,13.6879
549.444,1788243277.906119,30.1295,-5.3403,-126.503,0.394794,0.0208849,0.0600016,0.0470288,0.454796,0.62833,0.24495,12.4252
552.146,1788243280.602139,30.0071,-5.4754,-113.907,0.365946,0.00849008,0.0615757,0.0479162,0.427522,0.60493,0.24814,12.5419
553.288,1788243281.744873,29.9816,-5.4855,-126.345,0.338803,0.0112814,0.0528113,0.0415312,0.391614,0.58207,0.22981,11.6764
553.709,1788243282.160449,29.9629,-5.4685,-137.96,0.316073,0.019305,0.046945,0.0358256,0.363018,0.56220,0.21667,10.8447
554.138,1788243282.575413,29.9742,-5.4641,-150.658,0.325783,0.0223031,0.0390063,0.0338074,0.36479,0.57077,0.19750,10.5348
554.538,1788243282.990032,29.9969,-5.4624,-163.429,0.31231,0.02531,0.0385886,0.0347018,0.350898,0.55885,0.19644,10.6733
554.951,1788243283.404034,29.9716,-5.4569,-174.875,0.317379,0.0260917,0.031322,0.0362119,0.348701,0.56336,0.17698,10.9031
556.605,1788243285.05848,29.9695,-5.4625,-162.333,0.302057,0.022653,0.02776,0.0328936,0.329817,0.54960,0.16661,10.3915
557.024,1788243285.472911,29.9699,-5.4603,-150.738,0.275608,0.0267138,0.0295154,0.0374011,0.305124,0.52498,0.17180,11.0806
557.432,1788243285.887167,29.9657,-5.4589,-138.709,0.260937,0.0203405,0.0252196,0.0342004,0.286157,0.51082,0.15881,10.5959
557.847,1788243286.301983,29.9678,-5.4515,-126.704,0.241784,0.0203604,0.0264375,0.0345485,0.268221,0.49172,0.16260,10.6497
558.276,1788243286.716604,29.9345,-5.4447,-115.209,0.220194,0.0177965,0.0257444,0.0287717,0.245938,0.46925,0.16045,9.7186
558.781,1788243287.234898,29.9143,-5.4704,-103.409,0.208164,0.014462,0.02423,0.0246505,0.232395,0.45625,0.15566,8.9957
561.577,1788243290.033677,29.9236,-5.4843,-91.299,0.197564,0.0123717,0.0250237,0.0209508,0.222588,0.44448,0.15819,8.2932
562.2,1788243290.656319,29.9229,-5.5256,-78.434,0.168021,0.00274418,0.0232015,0.0206952,0.191223,0.40990,0.15232,8.2425
563.661,1788243292.111416,29.9131,-5.5257,-92.227,0.141946,0.00236714,0.0294356,0.0228705,0.171382,0.37676,0.17157,8.6648
564.067,1788243292.526773,29.9108,-5.5189,-103.935,0.131242,0.00659213,0.0280051,0.0240305,0.159247,0.36227,0.16735,8.8819
564.481,1788243292.94147,29.8933,-5.5324,-115.263,0.112322,0.00157934,0.031343,0.0244113,0.143665,0.33514,0.17704,8.9520
564.917,1788243293.356499,29.8802,-5.541,-127.185,0.0852296,-0.00249323,0.0312338,0.0271753,0.116463,0.29194,0.17673,9.4452
565.315,1788243293.771414,29.8665,-5.5408,-139.425,0.0855299,0.00149181,0.028819,0.0257024,0.114349,0.29245,0.16976,9.1856
565.731,1788243294.186631,29.8748,-5.5267,-152.402,0.0924412,0.00583965,0.0265251,0.0223779,0.118966,0.30404,0.16287,8.5710
566.14,1788243294.601283,29.8359,-5.5155,-164.3,0.0927591,0.00863006,0.0226915,0.0229446,0.115451,0.30456,0.15064,8.6789
566.557,1788243295.015921,29.8189,-5.513,-175.59,0.0915033,0.00978205,0.019545,0.0295134,0.111048,0.30250,0.13980,9.8431
566.976,1788243295.430361,29.8133,-5.5207,172.206,0.0993786,0.0131212,0.0204161,0.0345608,0.119795,0.31524,0.14288,10.6516
567.489,1788243295.948143,29.7903,-5.53,160.264,0.105071,0.0106979,0.0177528,0.0357061,0.122824,0.32415,0.13324,10.8266
568.832,1788243297.293921,29.7873,-5.5286,174.326,0.109141,0.00459358,0.0164735,0.0351766,0.125614,0.33036,0.12835,10.7461
569.273,1788243297.705748,29.8048,-5.5364,-173.233,0.132528,0.00890526,0.0142976,0.0304753,0.146826,0.36404,0.11957,10.0022
569.69,1788243298.120048,29.8191,-5.5239,-161.469,0.152657,0.0109929,0.0135006,0.0285725,0.166158,0.39071,0.11619,9.6849
570.076,1788243298.534807,29.8167,-5.5225,-149.547,0.15792,0.0132326,0.01302,0.0245598,0.17094,0.39739,0.11411,8.9792
570.494,1788243298.949567,29.7957,-5.523,-137.457,0.16839,0.0156896,0.0122144,0.0282232,0.180605,0.41035,0.11052,9.6256
570.911,1788243299.365381,29.8313,-5.5191,-125.449,0.164518,0.0185528,0.0150374,0.0327196,0.179555,0.40561,0.12263,10.3640
571.323,1788243299.779887,29.8047,-5.5288,-113.693,0.17515,0.0200282,0.0231501,0.036044,0.1983,0.41851,0.15215,10.8777
571.738,1788243300.196237,29.8043,-5.5323,-101.831,0.161504,0.018346,0.0245533,0.0326006,0.186058,0.40188,0.15670,10.3451
572.149,1788243300.609618,29.77,-5.5335,-89.504,0.144731,0.0147755,0.0255425,0.0332293,0.170274,0.38044,0.15982,10.4444
572.562,1788243301.023977,29.7536,-5.5382,-77.652,0.135802,0.0115985,0.0290749,0.0306461,0.164877,0.36851,0.17051,10.0302
572.986,1788243301.438445,29.7842,-5.5405,-65.48,0.143273,0.0112183,0.0325349,0.0278987,0.175808,0.37851,0.18037,9.5701
573.536,1788243301.957835,29.7651,-5.5435,-53.716,0.13762,0.00262123,0.0288966,0.0249829,0.166516,0.37097,0.16999,9.0562
574.336,1788243302.788821,29.7771,-5.5864,-42.222,0.116964,0.00434035,0.0248577,0.0204045,0.141821,0.34200,0.15766,8.1844
575.287,1788243303.724029,29.7886,-5.6064,-30.137,0.11962,0.000629275,0.0235779,0.0210998,0.143198,0.34586,0.15355,8.3227
576.101,1788243304.551471,29.8145,-5.625,-19.643,0.0971886,7.46703e-05,0.0191304,0.0181853,0.116319,0.31175,0.13831,7.7265
576.819,1788243305.277697,29.8304,-5.6379,-7.615,0.0957587,-0.00311574,0.015551,0.0166806,0.11131,0.30945,0.12470,7.3999
577.861,1788243306.315414,29.8336,-5.6355,5.584,0.1023,-0.00407329,0.0152231,0.0207235,0.117523,0.31984,0.12338,8.2481
578.272,1788243306.729615,29.8169,-5.6446,18.419,0.101403,-0.00634175,0.0143263,0.020805,0.115729,0.31844,0.11969,8.2643
578.79,1788243307.248289,29.8496,-5.646,31.224,0.095091,-0.00183276,0.0129292,0.0265875,0.10802,0.30837,0.11371,9.3425
579.618,1788243307.974826,29.8706,-5.6523,42.531,0.0842677,0.000346268,0.0138908,0.0227456,0.0981586,0.29029,0.11786,8.6411
580.665,1788243309.115663,29.8856,-5.627,54.458,0.0758856,0.000757431,0.014075,0.0197526,0.0899606,0.27547,0.11864,8.0526
581.301,1788243309.735431,29.8887,-5.6265,67.639,0.0709146,0.00344652,0.0185172,0.0223624,0.0894318,0.26630,0.13608,8.5681
581.701,1788243310.149585,29.881,-5.6286,80.019,0.0696983,0.00521869,0.0232956,0.0271467,0.0929939,0.26400,0.15263,9.4402
582.111,1788243310.563582,29.8554,-5.6316,92.688,0.0664419,0.00586828,0.0266234,0.0341787,0.0930652,0.25776,0.16317,10.5926
582.518,1788243310.977387,29.8517,-5.6478,104.456,0.0661378,0.00518853,0.031391,0.0322088,0.0975288,0.25717,0.17718,10.2828
582.959,1788243311.391684,29.8547,-5.6532,117.023,0.0592506,0.00499206,0.0319868,0.0287719,0.0912374,0.24341,0.17885,9.7187
583.355,1788243311.805924,29.858,-5.6341,128.643,0.0633536,0.0013163,0.0319704,0.0281101,0.095324,0.25170,0.17880,9.6063
583.768,1788243312.219965,29.8571,-5.6337,140.914,0.0670346,-0.000762739,0.0289844,0.0272625,0.096019,0.25891,0.17025,9.4603
584.224,1788243312.633788,29.8574,-5.6344,153.23,0.0634217,-0.00275394,0.0274695,0.0329472,0.0908912,0.25184,0.16574,10.4000
584.586,1788243313.047672,29.8179,-5.6159,165.113,0.0632319,-0.000790179,0.0238691,0.028181,0.0871011,0.25146,0.15450,9.6184
586.767,1788243315.223811,29.5153,-5.545,157.15,0.0898466,-0.00114981,0.0273604,0.0543794,0.117207,0.29974,0.16541,13.3610
588.521,1788243316.981642,29.2731,-5.4206,155.472,0.115109,-0.00698994,0.0355263,0.0639982,0.150636,0.33928,0.18848,14.4946
590.284,1788243318.739584,29.0217,-5.3146,159.312,0.134346,-0.00766775,0.0471208,0.0682936,0.181466,0.36653,0.21707,14.9731
592.043,1788243320.497952,28.7338,-5.2104,160.139,0.145192,-0.00995136,0.0587921,0.0696487,0.203984,0.38104,0.24247,15.1209
593.796,1788243322.257804,28.474,-5.0879,159.573,0.153289,-0.012757,0.070121,0.0722152,0.22341,0.39152,0.26480,15.3970
596.568,1788243324.017018,28.1975,-4.934,156.774,0.150281,-0.0144103,0.0746787,0.0701345,0.22496,0.38766,0.27327,15.1736
597.462,1788243325.879143,27.9204,-4.7916,163.124,0.155838,-0.0204089,0.0833499,0.0788765,0.239188,0.39476,0.28870,16.0915
599.29,1788243327.742435,27.6129,-4.6744,163.326,0.164378,-0.0237927,0.0804942,0.0796376,0.244872,0.40544,0.28371,16.1689
601.163,1788243329.605658,27.3363,-4.5649,164.094,0.193833,-0.0290682,0.0766269,0.0862137,0.27046,0.44026,0.27682,16.8233
603.029,1788243331.469302,27.0494,-4.4456,165.302,0.193616,-0.0267238,0.0870997,0.090661,0.280716,0.44002,0.29513,17.2517
609.35,1788243337.577712,26.7616,-4.3289,164.889,0.215162,-0.0254518,0.0816296,0.0890303,0.296792,0.46386,0.28571,17.0959
